907041	14057106
906811	14057107
907099	14057109
906728	14057110
907855	14057122
907487	14057127
906119	14057129
907321	14057130
906032	14057141
906150	14057143
906598	14057144
906844	14057149
906898	14057153
906133	14057158
906682	14057160
907759	14057162
907238	14057164
907399	14057177
903327	14057183
906873	14057184
904305	14057188
903232	14057192
907827	14057206
907286	14057207
907361	14057217
906907	14057218
903175	14057219
903975	14057220
906842	14057221
903459	14057226
903372	14057227
904213	14057231
907217	14057252
901996	14057260
905272	14057262
904560	14057269
902203	14057270
906890	14057271
904914	14057285
906872	14057288
907806	14057293
905606	14057298
907250	14057303
907649	14057313
905685	14057314
905730	14057338
906947	14057343
906891	14057362
905367	14057363
906843	14057369
909229	14087352
909238	14087354
909220	14087383
909193	14100687
909271	14122966
909274	14122970
909217	14130317
909292	14146373
905393	14155986
908959	14198267
